"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"SI","2025-02-28","94.5","-2","6.01","Cole, Gerrit",695238,543037,"double","hit_into_play",,,,,2,"Will Wagner doubles (1) on a line drive to left fielder Pablo Reyes. Joey Loperfido scores.","S","L","R","NYY","TOR","X",7,"line_drive",1,0,2025,"-1.03","1.33","-0.19","3.05",694388,,,2,3,"Top",82.92,78.26,,,,,6.96234334230907,-137.39234580165478,-4.969547193466366,-14.538844634547594,30.79937389376664,-14.436827490752973,"3.19","1.61",288,"98.5",17,"94.2",2355,"6.2",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.34",0.496,,"1.25",,1,1,4,21,2,"Sinker",2,0,0,2,1,2,1,2,"Standard","Standard",212,"-0.094","0.785","65.4","5.7",0.791,"-0.785","98.5",2,-2,0.725,0.275,34,26,35,27,2,1,,,,,"1.23","1.03","-1.03",,-1.3636264199743964,13.127347868253457,28.67251745389366,37.99943940231918,17.75504950499066
"SI","2025-02-28","94.2","-2.07","6.02","Cole, Gerrit",695238,543037,,"ball",,,,,11,"Ball","S","L","R","NYY","TOR","B",,,0,0,2025,"-0.97","1.45","-0.88","2.66",694388,,,2,3,"Top",,,,,,,5.220961588001042,-137.06595842410707,-6.225200876001466,-13.348126675607835,30.440482435313942,-12.715753611036916,"3.19","1.61",,,,"94.2",2344,"6.3",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.21",,,,,,,,21,1,"Sinker",2,0,0,2,0,2,0,2,"Standard","Standard",207,"-0.001","0.028",,,,"-0.028",,2,-2,0.726,0.274,34,26,35,27,2,1,,,,,"1.12","0.97","-0.97",,,,,,
"CH","2025-02-28","87.4","-2.15","5.91","Cole, Gerrit",623993,543037,"field_out","hit_into_play",,,,,13,"Anthony Santander grounds out, second baseman Andrew Velazquez to first baseman Paul Goldschmidt. Joey Loperfido to 3rd.","S","L","R","NYY","TOR","X",4,"ground_ball",2,2,2025,"-1.4","0.69","-1.06","2.18",,694388,,1,3,"Top",154.37,150.21,,,,,5.496383042056248,-127.12762320784073,-4.290572968859104,-16.33644001364241,25.235388049996807,-23.995175930315792,"3.23","1.63",6,"84.1",-21,"87.5",1636,"6.3",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.22",0.058,,"0",,0,0,2,20,5,"Changeup",2,0,0,2,0,2,0,2,"Infield shade","Standard",225,"0.03","-0.211","68.8","7.6",0.072,"0.211","88.0",2,-2,0.696,0.30400000000000005,34,30,35,31,2,1,,,,,"2.29","1.4","-1.4",,8.284357619301405,-13.845543702729103,18.087905772726756,45.079498031531834,36.42219292543234
"CH","2025-02-28","86.8","-1.97","5.86","Cole, Gerrit",623993,543037,,"swinging_strike",,,,,11,"Swinging Strike","S","L","R","NYY","TOR","S",,,2,1,2025,"-1.31","0.72","-0.88","3.01",,694388,,1,3,"Top",,,,,,,5.311557065144363,-126.28500249689186,-2.111918351887062,-15.106805791834192,25.1305279833324,-24.288002121526254,"3.23","1.63",,,,"87",1700,"6.4",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.14",,,,,,,,20,4,"Changeup",2,0,0,2,0,2,0,2,"Infield shade","Standard",223,"0.007","-0.065","69.5","6.3",,"0.065",,2,-2,0.689,0.31100000000000005,34,30,35,31,2,1,,,,,"2.31","1.31","-1.31",,0.3513221381253027,15.755521868551483,24.20034280894451,43.55123468641257,18.857474644889802
"SI","2025-02-28","95.6","-2.05","5.95","Cole, Gerrit",623993,543037,,"ball",,,,,12,"Ball","S","L","R","NYY","TOR","B",,,1,1,2025,"-1.18","1.33","0.52","3.59",,694388,,1,3,"Top",,,,,,,9.410335276817525,-138.95038494027642,-3.5847455037061544,-17.34067165071492,30.58236958140875,-14.352298159044533,"3.23","1.63",,,,"95.5",2289,"6.2",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.27",,,,,,,,20,3,"Sinker",2,0,0,2,0,2,0,2,"Standard","Standard",209,"-0.005","0.03",,,,"-0.03",,2,-2,0.694,0.30600000000000005,34,30,35,31,2,1,,,,,"1.17","1.18","-1.18",,,,,,
"FF","2025-02-28","95","-2.17","5.96","Cole, Gerrit",623993,543037,,"ball",,,,,12,"Ball","S","L","R","NYY","TOR","B",,,0,1,2025,"-0.61","1.56","0.98","3.42",,694388,,1,3,"Top",,,,,,,9.571000731866516,-138.00992108194487,-4.445068144951142,-10.03979576212923,32.00064147078611,-11.380768433036975,"3.23","1.63",,,,"94.4",2341,"6.1",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.36",,,,,,,,20,2,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Infield shade","Standard",215,"-0.004","0.025",,,,"-0.025",,2,-2,0.698,0.30200000000000005,34,30,35,31,2,1,,,,,"0.98","0.61","-0.61",,,,,,
"SL","2025-02-28","88.5","-2.15","6.1","Cole, Gerrit",623993,543037,,"swinging_strike",,,,,14,"Swinging Strike","S","L","R","NYY","TOR","S",,,0,0,2025,"0.46","0.14","0.64","1.35",,694388,,1,3,"Top",,,,,,,5.822087412908916,-128.77800935353306,-5.843634085541032,3.9529067416472916,25.641803915547573,-29.585348908828706,"3.23","1.63",,,,"88.4",2453,"6.2",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.35",,,,,,,,20,1,"Slider",2,0,0,2,0,2,0,2,"Infield shade","Standard",151,"0.006","-0.038","73.0","7.8",,"0.038",,2,-2,0.692,0.30800000000000005,34,30,35,31,2,1,,,,,"2.76","-0.46","0.46",,12.501576326430062,-21.77597015725238,31.97384106049021,26.648698456270346,36.111934172353
"SI","2025-02-28","92.3","-2.03","6.04","Cole, Gerrit",694388,543037,"double","hit_into_play",,,,,8,"Joey Loperfido doubles (2) on a fly ball to left fielder Pablo Reyes.","S","L","R","NYY","TOR","X",7,"fly_ball",0,0,2025,"-1.18","1.19","-0.24","2.06",,,,1,3,"Top",40.71,100.5,,,,,7.074944500904664,-134.1126158975964,-6.8322848788058055,-15.745663789728662,30.1432427401143,-16.502343388507654,"3.31","1.67",321,"99.4",26,"91.7",2274,"6.1",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.38",0.40836666666666677,,"1.25",,1,1,6,19,1,"Sinker",2,0,0,2,0,2,0,2,"Infield shade","Standard",207,"-0.044","0.642",,,1.422233333333333,"-0.642","99.4",2,-2,0.736,0.264,34,26,35,26,2,1,,,,,"1.5","1.18","-1.18",,,,,,
"SI","2025-02-28","92.9","-1.92","6.12","Cole, Gerrit",702302,543037,"field_out","hit_into_play",,,,,5,"RJ Schreck pops out to third baseman Oswaldo Cabrera in foul territory.","S","L","R","NYY","TOR","X",5,"popup",0,0,2025,"-1.14","1.37","0.02","2.52",,,,0,3,"Top",110.22,193.41,,,,,7.423886848166209,-134.99089490802766,-6.379470953174936,-15.569007780161522,30.691489049560282,-14.174060094560119,"3.24","1.64",45,"87.6",82,"92.3",2305,"6.1",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.39",0.008,,"0",,0,0,3,18,1,"Sinker",2,0,0,2,0,2,0,2,"Infield shade","Standard",207,"0.024","-0.259","85.5","8.3",0.008,"0.259","88.0",2,-2,0.712,0.28800000000000003,34,24,35,25,1,0,,,,,"1.29","1.14","-1.14",,20.14206870388285,-18.490146082920393,31.478128375257658,35.863719666239916,36.68350319954583
"FF","2025-02-28","94.2","-2.05","6.01","Cole, Gerrit",805796,543037,"strikeout","swinging_strike",,,,,11,"Arjun Nimmala strikes out swinging.","S","R","R","NYY","TOR","S",2,,0,2,2025,"-0.8","1.83","-0.85","3.37",,,623168,2,2,"Top",,,,,,,4.877969341058313,-137.04340983913443,-5.181863491268556,-11.204757856377244,32.622885716968604,-8.206943836411098,"3.25","1.64",,,,"93.6",2359,"6.1",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.38",,,"0",,0,0,,14,3,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",212,"0.014","-0.174","74.9","8.1",,"0.174",,2,-2,0.733,0.267,34,19,35,20,1,0,,,,,"0.75","0.8","0.8",,23.583191157590687,-33.96737415825974,24.797681092242158,26.177360778332215,38.17514229601993
"SL","2025-02-28","87.3","-2.1","6.04","Cole, Gerrit",805796,543037,,"called_strike",,,,,1,"Called Strike","S","R","R","NYY","TOR","S",,,0,1,2025,"0.75","0.13","-0.48","2.98",,,623168,2,2,"Top",,,,,,,2.322424030340484,-127.24518018918748,-1.500595654297066,7.740668764667612,25.776051887259825,-30.68968061894523,"3.25","1.64",,,,"87.1",2566,"6",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.49",,,,,,,,14,2,"Slider",2,0,0,2,0,2,0,2,"Standard","Standard",138,"0.005","-0.055",,,,"0.055",,2,-2,0.728,0.272,34,19,35,20,1,0,,,,,"2.85","-0.75","-0.75",,,,,,
"SI","2025-02-28","93.1","-2.1","5.96","Cole, Gerrit",805796,543037,,"called_strike",,,,,8,"Called Strike","S","R","R","NYY","TOR","S",,,0,0,2025,"-1.28","1.17","-0.21","1.8",,,623168,2,2,"Top",,,,,,,7.63107184455544,-135.20842816395148,-7.443762869678242,-17.320163808047226,29.779831535458243,-16.368923417612592,"3.25","1.64",,,,"92.7",2210,"6.2",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.29",,,,,,,,14,1,"Sinker",2,0,0,2,0,2,0,2,"Standard","Standard",206,"0.003","-0.042",,,,"0.042",,2,-2,0.725,0.275,34,19,35,20,1,0,,,,,"1.47","1.28","1.28",,,,,,
"SI","2025-02-28","93.9","-1.82","6.08","Cole, Gerrit",623168,543037,"hit_by_pitch","hit_by_pitch",,,,,14,"Tyler Heineman hit by pitch.","S","L","R","NYY","TOR","B",,,0,2,2025,"-1.16","1.29","1.69","2.27",,,,2,2,"Top",,,,,,,11.601761169741,-136.21353121362114,-6.971900616846279,-16.98179496075562,29.397709115229922,-14.640280846616923,"3.12","1.57",,,,"93.7",2257,"6.3",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.17",,,"0.7",,0,0,,13,3,"Sinker",2,0,0,2,0,2,0,2,"Infield shade","Standard",203,"-0.015","0.426",,,,"-0.426",,2,-2,0.74,0.26,34,34,35,34,1,0,,,,,"1.3","1.16","-1.16",,,,,,
"KC","2025-02-28","76.2","-1.98","6.1","Cole, Gerrit",623168,543037,,"called_strike",,,,,1,"Called Strike","S","L","R","NYY","TOR","S",,,0,1,2025,"0.78","-1.4","-0.78","2.67",,,,2,2,"Top",,,,,,,1.1087245264087702,-110.92437460358514,2.4196810295649103,6.205278606120482,22.062555691994692,-44.3377389645489,"3.12","1.57",,,,"75.6",2638,"6.1",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.44",,,,,,,,13,2,"Knuckle Curve",2,0,0,2,0,2,0,2,"Infield shade","Standard",37,"0.002","-0.057",,,,"0.057",,2,-2,0.738,0.262,34,34,35,34,1,0,,,,,"5.36","-0.78","0.78",,,,,,
"SL","2025-02-28","85.6","-2.17","6.13","Cole, Gerrit",623168,543037,,"swinging_strike",,,,,14,"Swinging Strike","S","L","R","NYY","TOR","S",,,0,0,2025,"0.42","0.26","0.17","1.34",,,,2,2,"Top",,,,,,,4.663199071229806,-124.66294331449569,-5.5877929159319635,3.5465742581227278,23.56783256292324,-28.573479100867935,"3.12","1.57",,,,"85.5",2503,"6",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.47",,,,,,,,13,1,"Slider",2,0,0,2,0,2,0,2,"Infield shade","Standard",144,"0.001","-0.043","65.8","8.4",,"0.043",,2,-2,0.737,0.263,34,34,35,34,1,0,,,,,"2.83","-0.42","0.42",,32.18663811989696,-56.91521620075581,28.897620606313243,33.70754148871738,64.60690913288587
"FF","2025-02-28","93.3","-2.05","6.15","Cole, Gerrit",702176,543037,"field_out","hit_into_play",,,,,2,"Alan Roden grounds out, shortstop Oswald Peraza to first baseman Paul Goldschmidt.","S","L","R","NYY","TOR","X",6,"ground_ball",0,2,2025,"-0.53","1.5","-0.22","3.1",,,,1,2,"Top",111.97,149,,,,,5.861693420261111,-135.67090499761593,-5.32159972756651,-7.906218241143375,30.960527404645813,-12.728331701189163,"3.18","1.6",53,"92.3",0,"92.9",2319,"6.2",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.32",0.362,,"0",,0,0,2,12,3,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Infield shade","Standard",207,"0.01","-0.163","68.0","5.9",0.388,"0.163","92.3",2,-2,0.727,0.273,34,25,35,26,1,0,,,,,"1.13","0.53","-0.53",,-6.3750398018080645,7.85672944623938,28.415898451420983,37.40431528371241,23.338964010702846
"CH","2025-02-28","84.9","-2.04","6","Cole, Gerrit",702176,543037,,"foul",,,,,13,"Foul","S","L","R","NYY","TOR","S",,,0,1,2025,"-1.36","0.78","-0.91","1.66",,,,1,2,"Top",,,,,,,5.37671719288811,-123.43477074283453,-5.390465678760926,-15.012434653536495,23.81116779994177,-23.323189241314335,"3.18","1.6",2,"58.1",-46,"84.8",1752,"6.2",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.29",,,,,,,,12,2,"Changeup",2,0,0,2,0,2,0,2,"Infield shade","Standard",220,"0.004","-0.052","75.4","7.7",,"0.052","88.0",2,-2,0.723,0.277,34,25,35,26,1,0,,,,,"2.38","1.36","-1.36",,11.207850641783404,-10.281550151204003,29.523365420087433,45.63389016835801,40.57252839697466
"SI","2025-02-28","91","-1.83","6.16","Cole, Gerrit",702176,543037,,"called_strike",,,,,6,"Called Strike","S","L","R","NYY","TOR","S",,,0,0,2025,"-1.26","1.24","0.62","2.47",,,,1,2,"Top",,,,,,,8.808361395900967,-132.18080042889486,-5.942284145037218,-16.687532045666394,28.88087554199912,-16.55367230724585,"3.18","1.6",,,,"90.6",2197,"6.2",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.32",,,,,,,,12,1,"Sinker",2,0,0,2,0,2,0,2,"Infield shade","Standard",199,"0.002","-0.039",,,,"0.039",,2,-2,0.721,0.279,34,25,35,26,1,0,,,,,"1.53","1.26","-1.26",,,,,,
"SL","2025-02-28","84.9","-2.01","6.13","Cole, Gerrit",682619,543037,"field_out","hit_into_play",,,,,5,"Orelvis Martinez flies out to right fielder Cody Bellinger.","S","R","R","NYY","TOR","X",9,"fly_ball",0,1,2025,"0.53","0.02","0.16","2.56",,,,0,2,"Top",173.48,95.57,,,,,4.013085565949724,-123.76485845782678,-2.1545714546687487,4.771463226122574,22.26256563835786,-31.736876527939387,"3.17","1.6",284,"84.2",40,"84.9",2524,"6",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.5",0.013,,"0",,0,0,3,11,2,"Slider",2,0,0,2,0,2,0,2,"Standard","Standard",131,"0.02","-0.22","74.9","7.0",0.025,"0.22","88.0",2,-2,0.701,0.29900000000000004,34,23,35,24,1,0,,,,,"3.1","-0.53","-0.53",,3.5261820463132536,5.43314836561201,35.47938754082757,33.83434507689106,24.95797292410417
"SI","2025-02-28","91.6","-1.94","6.08","Cole, Gerrit",682619,543037,,"called_strike",,,,,4,"Called Strike","S","R","R","NYY","TOR","S",,,0,0,2025,"-1.03","1.2","-0.3","2.53",,,,0,2,"Top",,,,,,,6.350841275742844,-133.12680343641753,-5.672033847266771,-13.626388777389714,28.438210465618226,-16.887567008647682,"3.17","1.6",,,,"91.4",2250,"6.2",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.3",,,,,,,,11,1,"Sinker",2,0,0,2,0,2,0,2,"Standard","Standard",198,"0.003","-0.039",,,,"0.039",,2,-2,0.698,0.30200000000000005,34,23,35,24,1,0,,,,,"1.52","1.03","1.03",,,,,,
"FF","2025-02-28","95.1","-2.09","6.04","Cole, Gerrit",680718,543037,"strikeout","swinging_strike",,,,,12,"Addison Barger strikes out swinging.","S","L","R","NYY","TOR","S",2,,2,2,2025,"-0.77","1.57","0.23","3.99",,,695238,2,1,"Top",,,,,,,7.762720013819065,-138.16453073916244,-3.1726760333765904,-11.632949103225986,32.971984605275395,-11.613768403399508,"3.19","1.61",,,,"94.3",2348,"6.1",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.43",,,"0",,0,0,,4,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",213,"0.02","-0.216","68.2","5.5",,"0.216",,0,0,0.528,0.472,34,25,35,26,1,0,,,,,"0.97","0.77","-0.77",,-5.456403092387573,38.21788827789635,27.16861448769898,30.80733455741045,11.15760110590626
"FF","2025-02-28","96.1","-2.13","6.05","Cole, Gerrit",680718,543037,,"ball",,,,,11,"Ball","S","L","R","NYY","TOR","B",,,1,2,2025,"-0.84","1.64","-1.21","4.2",,,695238,2,1,"Top",,,,,,,4.340911950531081,-139.8376034148831,-3.013773173209142,-12.036327013942408,32.56276629853572,-10.158561735562328,"3.19","1.61",,,,"95.9",2361,"6.3",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.24",,,,,,,,4,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",208,"-0.004","0.033",,,,"-0.033",,0,0,0.532,0.46799999999999997,34,25,35,26,1,0,,,,,"0.83","0.84","-0.84",,,,,,
"FF","2025-02-28","94.9","-2.04","6.05","Cole, Gerrit",680718,543037,,"foul",,,,,5,"Foul","S","L","R","NYY","TOR","S",,,1,1,2025,"-0.56","1.47","0.19","2.32",,,695238,2,1,"Top",,,,,,,7.090161446028109,-137.87791389048672,-7.350852988410799,-8.807593773436938,31.339338198475744,-11.934945616548081,"3.19","1.61",175,"77.9",56,"94.8",2370,"6.3",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.15",,,,,,,,4,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",210,"0.005","-0.073","78.4","7.4",,"0.073","88.0",0,0,0.527,0.473,34,25,35,26,1,0,,,,,"1.07","0.56","-0.56",,6.518210887293996,8.40658913651007,34.223557658058645,31.53464293184374,22.99991898398153
"CH","2025-02-28","85.6","-2.14","5.98","Cole, Gerrit",680718,543037,,"ball",,,,,11,"Ball","S","L","R","NYY","TOR","B",,,0,1,2025,"-1.25","0.87","-1.56","2.44",,,695238,2,1,"Top",,,,,,,3.8967964795100816,-124.64787299621065,-3.829691251408597,-13.833135428393495,25.569304675541062,-22.56158450159362,"3.19","1.61",,,,"85.7",1745,"6.3",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.16",,,,,,,,4,2,"Changeup",0,0,0,0,0,0,0,0,"Infield shade","Standard",218,"-0.002","0.027",,,,"-0.027",,0,0,0.529,0.471,34,25,35,26,1,0,,,,,"2.24","1.25","-1.25",,,,,,
"KC","2025-02-28","79","-2.01","6.11","Cole, Gerrit",680718,543037,,"called_strike",,,,,7,"Called Strike","S","L","R","NYY","TOR","S",,,0,0,2025,"0.88","-1.24","-0.3","1.5",,,695238,2,1,"Top",,,,,,,2.060439261524017,-115.0245160137463,-0.8242886031513381,7.290960025566664,24.76998348342994,-43.142965794584676,"3.19","1.61",,,,"78.3",2711,"6.2",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.35",,,,,,,,4,1,"Knuckle Curve",0,0,0,0,0,0,0,0,"Infield shade","Standard",32,"0.003","-0.042",,,,"0.042",,0,0,0.526,0.474,34,25,35,26,1,0,,,,,"4.94","-0.88","0.88",,,,,,
"KC","2025-02-28","80.9","-2.02","6.05","Cole, Gerrit",695238,543037,"single","hit_into_play",,,,,4,"Will Wagner singles on a sharp line drive to left fielder Pablo Reyes.","S","L","R","NYY","TOR","X",7,"line_drive",1,1,2025,"0.77","-1.35","-0.58","2.57",,,,2,1,"Top",95.63,110.48,,,,,1.7459970100829698,-117.77954378862235,1.5073109053063052,6.724531053283757,24.87064866176314,-45.14975656225341,"3.19","1.61",196,"101.1",11,"80.3",2805,"6.1",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.4",0.919,,"0.9",,1,0,4,3,3,"Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard",36,"-0.012","0.342","67.6","6.1",1.129,"-0.342","101.1",0,0,0.538,0.46199999999999997,34,26,35,27,1,0,,,,,"4.86","-0.77","0.77",,-2.7552139678460184,15.976499191634954,28.091107402353526,41.99056765353999,20.69510056250905
"SI","2025-02-28","95.2","-1.96","6.05","Cole, Gerrit",695238,543037,,"foul",,,,,6,"Foul","S","L","R","NYY","TOR","S",,,1,0,2025,"-0.9","1.45","0.43","2.47",,,,2,1,"Top",,,,,,,8.268913218705965,-138.25505790130572,-6.972558758632791,-13.44455440897813,31.251320346839154,-12.204670947377798,"3.19","1.61",191,"68.5",46,"95",2410,"6.3",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.2",,,,,,,,3,2,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",208,"0.001","-0.054","65.7","5.7",,"0.054","88.0",0,0,0.537,0.46299999999999997,34,26,35,27,1,0,,,,,"1.08","0.9","-0.9",,-8.024901275889327,9.443860642595295,40.32370380091367,29.573073846801645,17.59130498892557
"SI","2025-02-28","95","-2.02","6.01","Cole, Gerrit",695238,543037,,"ball",,,,,13,"Ball","S","L","R","NYY","TOR","B",,,0,0,2025,"-1.34","1.07","-0.44","1.3",,,,2,1,"Top",,,,,,,7.137575355464537,-138.0243795459163,-9.079548659069676,-18.76226826847545,29.92525582095733,-16.67471615929679,"3.19","1.61",,,,"94.9",2293,"6.3",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.24",,,,,,,,3,1,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",211,"-0.001","0.037",,,,"-0.037",,0,0,0.538,0.46199999999999997,34,26,35,27,1,0,,,,,"1.46","1.34","-1.34",,,,,,
"FF","2025-02-28","95.6","-2","6.12","Cole, Gerrit",623993,543037,"field_out","hit_into_play",,,,,2,"Anthony Santander flies out to left fielder Pablo Reyes.","S","L","R","NYY","TOR","X",7,"fly_ball",1,0,2025,"-0.64","1.73","0.26","3.01",,,,1,1,"Top",68.42,130.09,,,,,7.3693535771518945,-139.00865239158114,-6.4619000898209595,-9.933198262449551,31.37834405583072,-8.413447861196714,"3.23","1.63",224,"74",41,"95.3",2444,"6.2",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.33",0.23,,"0",,0,0,3,2,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",210,"0.018","-0.293","62.7","5.8",0.296,"0.293","88.0",0,0,0.52,0.48,34,30,35,31,1,0,,,,,"0.77","0.64","-0.64",,-2.4712546633702104,10.016080466857574,27.499325343509913,30.329206979775833,20.30961216285719
"KC","2025-02-28","80.2","-1.95","6.11","Cole, Gerrit",623993,543037,,"ball",,,,,8,"Ball","S","L","R","NYY","TOR","B",,,0,0,2025,"0.9","-1.44","0.21","1.57",,,,1,1,"Top",,,,,,,3.0564140744523045,-116.72832764878731,-0.5132433732763462,7.513567812047767,25.151383940016796,-45.34505033569388,"3.23","1.63",,,,"79.5",2837,"6.1",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.4",,,,,,,,2,1,"Knuckle Curve",0,0,0,0,0,0,0,0,"Infield shade","Standard",33,"-0.002","0.039",,,,"-0.039",,0,0,0.522,0.478,34,30,35,31,1,0,,,,,"5.03","-0.9","0.9",,,,,,
"CH","2025-02-28","87.5","-1.96","5.92","Cole, Gerrit",694388,543037,"strikeout","swinging_strike",,,,,1,"Joey Loperfido strikes out swinging.","S","L","R","NYY","TOR","S",2,,1,2,2025,"-1.22","0.84","-0.76","3.03",,,,0,1,"Top",,,,,,,5.3762456360516415,-127.33352466055463,-2.5793719202349625,-14.354664728400605,25.274347176687026,-22.746521289546433,"3.31","1.67",,,,"87.4",1755,"6.2",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.34",,,"0",,0,0,,1,4,"Changeup",0,0,0,0,0,0,0,0,"Infield shade","Standard",215,"0.016","-0.189","74.4","7.2",,"0.189",,0,0,0.506,0.494,34,26,35,26,1,0,,,,,"2.13","1.22","-1.22",,12.824416450545227,8.807475800345886,32.12292696035317,48.53944533111161,20.12376009785543
"SI","2025-02-28","94.9","-1.93","5.98","Cole, Gerrit",694388,543037,,"ball",,,,,13,"Ball","S","L","R","NYY","TOR","B",,,0,2,2025,"-1.22","1.22","-0.36","1.54",,,,0,1,"Top",,,,,,,6.845962827460044,-137.77768964701383,-8.642633497540249,-17.11651598087935,30.77986849964381,-14.808413925838964,"3.31","1.67",,,,"94.7",2264,"6.3",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.21",,,,,,,,1,3,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",208,"-0.002","0.024",,,,"-0.024",,0,0,0.508,0.492,34,26,35,26,1,0,,,,,"1.32","1.22","-1.22",,,,,,
"FF","2025-02-28","93.7","-2.05","6.08","Cole, Gerrit",694388,543037,,"called_strike",,,,,6,"Called Strike","S","L","R","NYY","TOR","S",,,0,1,2025,"-0.55","1.68","0.3","2.77",,,,0,1,"Top",,,,,,,7.284687227834327,-136.13100711452915,-6.495952887322018,-8.476692497350777,30.1216246951881,-10.046762517748427,"3.31","1.67",,,,"93.5",2268,"6.3",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.22",,,,,,,,1,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",211,"0.005","-0.055",,,,"0.055",,0,0,0.503,0.497,34,26,35,26,1,0,,,,,"0.93","0.55","-0.55",,,,,,
"FF","2025-02-28","95","-1.88","6.18","Cole, Gerrit",694388,543037,,"foul",,,,,5,"Foul","S","L","R","NYY","TOR","S",,,0,0,2025,"-0.65","1.57","0.1","2.6",,,,0,1,"Top",,,,,,,6.614185848206277,-138.05682950755005,-7.181827581500633,-9.804940367791895,33.134331615285085,-10.675403606509056,"3.31","1.67",259,"87.7",26,"94.3",2393,"6.1",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.35",,,,,,,,1,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",205,"0.003","-0.039","77.6","6.4",,"0.039","88.0",0,0,0.5,0.5,34,26,35,26,1,0,,,,,"0.98","0.65","-0.65",,-0.9805726630103617,19.601590686737026,42.40839076724226,35.99433474707543,15.912921894102208
