PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle 
46,2026/3/19,37:45.6,5,1,"Bermudez, Jassel",1000286625,Right,CUP_POL2,"Garcia, Yohangel",1000430175,Right,CUP_POL11,Undefined,2,Top,1,0,0,Fastball,Cutter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,90.29118,-2.326466,-0.798582,2415.975908,171.300164,11:45,6.58825,0.50891,7.21212,-18.91981,13.22942,-1.89008,2.90362,-0.37176,83.83132,-5.938261,-1.146568,0.408091,,,,,,,,,,,,0.82425,7.97662,-0.46253,50,6.44819,1.89797,-131.48139,-5.7984,1.46204,24.40925,-18.02537,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,d048d030-2398-11f1-847e-e76328223677,92.36288,,,6.45985,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,37:45.6,2026-03-19T09:37:45.6110000-04:00,2026-03-19T13:37:45.6110000Z,,v3,,,,"Lopez, Daniel",1000237872,Right,CUP_POL2,ceba17b9-82a7-4115-ba09-5db275803ece,53.29109,-132.09096,12.20463,6.58737,-5.34826,-9.01269,-0.50948,1.86145,0.73102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
47,2026/3/19,38:17.0,5,2,"Bermudez, Jassel",1000286625,Right,CUP_POL2,"Garcia, Yohangel",1000430175,Right,CUP_POL11,Undefined,2,Top,1,0,1,Curveball,Slider,InPlay,Undefined,GroundBall,Triple,0,1,,83.41072,-0.631108,-0.144742,2355.927169,14.278834,6:30,6.44211,0.39583,6.81751,-38.67364,-0.11929,-0.32063,2.64347,0.23705,77.02342,-7.856076,-0.203419,0.446898,120.2414,-8.883261,-67.342592,,,,,21.976,21.976,-55.084681,0.140803,0.13205,0.41595,-0.38639,50,6.38719,0.31752,-121.45486,-2.42554,0.19767,23.33042,-31.55146,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,e3014b30-2398-11f1-847e-e76328223677,84.34245,3.84014,,6.3873,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,38:17.0,2026-03-19T09:38:17.0250000-04:00,2026-03-19T13:38:17.0250000Z,GroundBall,v3,,,,"Lopez, Daniel",1000237872,Right,CUP_POL2,de8223bc-8ec9-457a-8fb1-3c7687372dc7,53.68727,-122.16109,11.66521,6.44615,-1.47045,-15.77573,-0.39591,0.31154,0.09884,180,3.11136,67.2192,,,,,,,,3.84105,-27.27305,,,,,,,,4.65848,-161.02882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,61.37049,21.70239,-30.04373
48,2026/3/19,39:10.6,6,1,"Bermudez, Jassel",1000286625,Right,CUP_POL2,"Villa Camacho, Leonel",1000358451,Right,CUP_POL11,Undefined,2,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.66754,-3.337747,-2.06718,2371.564749,207.781457,1:00,6.47885,0.52853,7.02562,-20.13513,12.02308,5.87323,1.76231,-0.86141,84.37175,-7.144608,-0.990085,0.408148,,,,,,,,,,,,-3.63752,7.51461,-0.40439,50,6.26851,4.55253,-131.842,-8.22107,-6.49704,24.15442,-18.75208,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,02eed110-2399-11f1-847e-e76328223677,92.35001,,,6.2958,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,39:10.6,2026-03-19T09:39:10.6160000-04:00,2026-03-19T13:39:10.6160000Z,,v3,,,,"Lopez, Daniel",1000237872,Right,CUP_POL2,d23f8eb7-e68a-44c9-865b-e814c8fe367e,53.47859,-132.47777,12.07721,6.4784,-7.7275,-9.37604,-0.52647,4.72354,-3.24852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
49,2026/3/19,39:32.1,6,2,"Bermudez, Jassel",1000286625,Right,CUP_POL2,"Villa Camacho, Leonel",1000358451,Right,CUP_POL11,Undefined,2,Top,1,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.17301,-1.585369,-2.275817,2400.776653,191.099102,12:15,6.49775,0.59453,6.88702,-19.55619,12.29489,2.24768,3.42201,-1.29293,84.80194,-5.289949,-1.865113,0.406194,,,,,,,,,,,,-1.71988,7.18764,-0.45122,50,6.39004,5.19207,-132.71366,-4.20363,-3.11897,23.92468,-19.13936,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,0fbe3c50-2399-11f1-847e-e76328223677,92.79417,,,6.37107,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,39:32.1,2026-03-19T09:39:32.0870000-04:00,2026-03-19T13:39:32.0870000Z,,v3,,,,"Lopez, Daniel",1000237872,Right,CUP_POL2,1ae2e8ae-9626-4f0d-a540-31cfacd5dfc4,53.61673,-133.36407,11.96234,6.49724,-3.68332,-9.56968,-0.59352,5.27686,-1.55948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
50,2026/3/19,39:55.3,6,3,"Bermudez, Jassel",1000286625,Right,CUP_POL2,"Villa Camacho, Leonel",1000358451,Right,CUP_POL11,Undefined,2,Top,1,1,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Error,0,1,,89.17107,-2.089351,-0.9851,2344.752445,201.902013,12:45,6.48235,0.36674,7.07855,-21.48304,11.52068,4.2852,2.79419,-0.17055,83.11372,-6.158005,-0.198022,0.413478,98.27997,15.039314,13.423822,2464.240217,105.51726,22.34923,31.08085,267.50964,251.69366,21.119311,2.50091,-2.53709,6.94835,-0.30893,50,6.34991,2.08915,-129.90314,-5.29298,-4.40887,22.88506,-20.09943,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,1da05010-2399-11f1-847e-e76328223677,91.15941,23.58748,,6.05735,,,,0.40548,2.68196,0.16839,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,39:55.3,2026-03-19T09:39:55.3520000-04:00,2026-03-19T13:39:55.3520000Z,LineDrive,v3,,,,"Lopez, Daniel",1000237872,Right,CUP_POL2,7defd7db-4814-4794-a327-c2c691517847,53.42625,-130.50535,11.44253,6.48224,-4.76408,-10.04971,-0.36543,2.20517,-2.20444,250.186369,0.40545,135.40522,-19.90973,3.43461,-0.66295,0.08655,-0.00213,-0.00179,0.00025,2.68198,37.40148,-18.33064,1.72997,-0.37402,0.09927,-0.02307,0.004,-0.00033,0.16855,32.30671,4.36115,-1.08112,-0.00352,0.18342,-0.0953,0.02264,-0.00215,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,66.18869,12.07559,1.38259
51,2026/3/19,41:05.1,7,1,"Bermudez, Jassel",1000286625,Right,CUP_POL2,"Magana Iturralde, Alfredo",1000321154,Right,CUP_POL11,Undefined,2,Top,1,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.97221,-1.217046,-0.653501,2428.315933,349.516687,5:45,6.52146,0.45466,6.38604,-39.90061,0.31646,0.13965,2.07659,-0.1349,76.53219,-8.575394,-0.628145,0.456432,,,,,,,,,,,,-0.22988,0.79449,-0.40768,50,6.4154,1.35645,-119.35265,-3.74229,-0.33603,20.08578,-31.01269,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,47357450-2399-11f1-847e-e76328223677,82.58055,,,5.44002,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,41:05.1,2026-03-19T09:41:05.0640000-04:00,2026-03-19T13:41:05.0640000Z,,v3,,,,"Lopez, Daniel",1000237872,Right,CUP_POL2,40ab5d9d-3fc7-41de-bc9d-d9679a8c1301,54.11896,-120.04382,10.04289,6.52581,-2.67511,-15.50634,-0.45456,1.36801,-0.16802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
52,2026/3/19,41:28.2,7,2,"Bermudez, Jassel",1000286625,Right,CUP_POL2,"Magana Iturralde, Alfredo",1000321154,Right,CUP_POL11,Undefined,2,Top,1,0,1,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,81.7977,-1.506933,-0.604671,2618.811767,20.557864,6:45,6.47317,0.30947,6.39152,-43.74884,-3.0398,-1.58079,1.44092,-0.37847,75.95908,-9.564473,-0.89202,0.459216,,,,,,,,,,,,0.67244,-0.8885,-0.26528,50,6.34451,1.31099,-119.02623,-4.45389,0.96872,21.94985,-33.45401,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,54f81930-2399-11f1-847e-e76328223677,82.08004,,,5.83862,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,41:28.2,2026-03-19T09:41:28.1660000-04:00,2026-03-19T13:41:28.1660000Z,,v3,,,,"Lopez, Daniel",1000237872,Right,CUP_POL2,aac3e61c-a3a3-495a-9925-7fffbecad90a,54.11403,-119.7825,10.97493,6.47811,-3.30125,-16.72701,-0.30988,1.27761,0.48436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
53,2026/3/19,41:59.8,7,3,"Bermudez, Jassel",1000286625,Right,CUP_POL2,"Magana Iturralde, Alfredo",1000321154,Right,CUP_POL11,Undefined,2,Top,1,0,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,80.62791,-0.726969,-0.319691,2537.148797,359.920258,6:00,6.44805,0.18927,6.55598,-45.50687,-4.25949,0.00744,1.98917,-0.10326,75.44091,-9.124218,-0.318338,0.462242,,,,,,,,,,,,-0.08055,-1.77878,-0.16721,50,6.37842,0.65529,-117.48517,-2.81319,-0.11408,19.44661,-34.69374,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,67d33760-2399-11f1-847e-e76328223677,81.5426,,,5.18701,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,41:59.8,2026-03-19T09:41:59.8090000-04:00,2026-03-19T13:41:59.8090000Z,,v3,,,,"Lopez, Daniel",1000237872,Right,CUP_POL2,cf3a0700-01c3-47d1-b303-2302005c8c08,53.9506,-118.13728,9.72331,6.45325,-1.64979,-17.34687,-0.18925,0.65911,-0.05704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
54,2026/3/19,42:39.1,8,1,"Bermudez, Jassel",1000286625,Right,CUP_POL2,"Gutierrez Cortes, Kevin",1000490424,Right,CUP_POL11,Undefined,2,Top,2,0,0,Curveball,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,82.66863,-0.940052,-0.806761,2510.293323,339.233354,5:15,6.42686,0.44972,6.614,-42.90794,-3.68713,1.79417,1.99,-0.13976,77.1746,-8.872706,-0.479417,0.450744,,,,,,,,,,,,-1.1485,-1.42272,-0.39556,50,6.34523,1.63505,-120.42841,-3.24177,-1.70663,20.79677,-34.28817,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,7f3b57c0-2399-11f1-847e-e76328223677,83.62275,,,5.49403,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,42:39.1,2026-03-19T09:42:39.0720000-04:00,2026-03-19T13:42:39.0720000Z,,v3,,,,"Lopez, Daniel",1000237872,Right,CUP_POL2,9285f31b-7e71-4694-b381-994e870a7766,53.89214,-121.09868,10.39839,6.4319,-2.13668,-17.14409,-0.44915,1.69006,-0.85332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
55,2026/3/19,43:02.2,8,2,"Bermudez, Jassel",1000286625,Right,CUP_POL2,"Gutierrez Cortes, Kevin",1000490424,Right,CUP_POL11,Undefined,2,Top,2,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.81481,-2.369125,-0.271748,2374.654008,204.531599,12:45,6.5085,0.29735,7.06426,-22.17926,11.24839,4.71595,2.50762,0.44358,82.51189,-6.568959,0.594542,0.416125,,,,,,,,,,,,-2.59764,6.90347,-0.28227,50,6.35849,0.45156,-129.32308,-5.92329,-4.45494,23.76501,-20.33457,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,8cf71ed0-2399-11f1-847e-e76328223677,90.57952,,,6.30292,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,43:02.2,2026-03-19T09:43:02.1650000-04:00,2026-03-19T13:43:02.1650000Z,,v3,,,,"Lopez, Daniel",1000237872,Right,CUP_POL2,fedc4bf4-fee9-4794-bbf7-34c1f9195a0a,53.43965,-129.95364,11.88251,6.50849,-5.38376,-10.16729,-0.29582,0.56977,-2.22747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
56,2026/3/19,43:28.6,8,3,"Bermudez, Jassel",1000286625,Right,CUP_POL2,"Gutierrez Cortes, Kevin",1000490424,Right,CUP_POL11,Undefined,2,Top,2,0,2,Curveball,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,81.48146,-0.283064,0.267238,2504.607675,356.752759,6:00,6.44158,0.18502,6.50866,-43.05833,-2.56693,0.2065,2.5936,0.4475,76.01142,-8.244017,0.304822,0.457987,,,,,,,,,,,,-0.04461,-0.99161,-0.20378,50,6.40291,-0.56068,-118.71097,-1.85556,-0.06448,20.0167,-33.60705,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,9cc09030-2399-11f1-847e-e76328223677,82.3003,,,5.47005,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,43:28.6,2026-03-19T09:43:28.6020000-04:00,2026-03-19T13:43:28.6020000Z,,v3,,,,"Lopez, Daniel",1000237872,Right,CUP_POL2,ef2294e3-7e80-41c4-bc6c-7b9405caa6fb,53.99748,-119.38311,10.00835,6.44627,-0.72707,-16.80352,-0.18498,-0.55851,-0.03224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
57,2026/3/19,43:58.6,8,4,"Bermudez, Jassel",1000286625,Right,CUP_POL2,"Gutierrez Cortes, Kevin",1000490424,Right,CUP_POL11,Undefined,2,Top,2,0,2,Curveball,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,81.47275,-1.832946,-0.924276,2599.461403,358.212553,6:00,6.46515,-0.06655,6.52184,-41.7451,-1.1128,0.06937,1.30379,-0.90891,76.04749,-9.531506,-0.911641,0.458783,,,,,,,,,,,,-0.26571,0.24343,0.13087,50,6.31978,1.91065,-118.57969,-5.0308,-0.38229,20.44862,-31.82381,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,aeaba910-2399-11f1-847e-e76328223677,82.15749,,,5.42526,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,43:58.6,2026-03-19T09:43:58.5870000-04:00,2026-03-19T13:43:58.5870000Z,,v3,,,,"Lopez, Daniel",1000237872,Right,CUP_POL2,7fc7e3bc-4da2-403b-8b4b-03ca02703bde,53.98283,-119.26453,10.22431,6.47041,-3.96498,-15.91191,0.06666,1.92345,-0.19115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
58,2026/3/19,46:18.3,1,1,"Uscanga, Cesar Alexander",1000412614,Right,CUP_POL11,"Guillen, Marcos",1000450586,Right,CUP_POL2,Undefined,2,Bottom,0,0,0,ChangeUp,Changeup,BallinDirt,Undefined,Undefined,Undefined,0,0,,81.81497,-2.583136,-3.588331,1949.890228,244.093411,2:15,5.73755,1.26318,6.67589,-32.81758,7.84697,13.48501,0.63329,-0.90019,75.2681,-8.720323,-1.133376,0.458965,,,,,,,,,,,,-8.07091,5.28878,-1.02723,50,5.55136,6.96824,-118.68384,-6.26682,-11.50774,22.7899,-24.63313,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,01e2c2d0-239a-11f1-847e-e76328223677,82.12491,,,6.54687,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,46:18.3,2026-03-19T09:46:18.3161344-04:00,2026-03-19T13:46:18.3161344Z,,v3,,,,"Gutierrez Cortes, Kevin",1000490424,Right,CUP_POL11,cac53cb9-3e9d-499e-91ab-5cfa0b3e221b,53.82615,-119.41628,11.39495,5.74005,-5.47513,-12.31657,-1.25713,7.33809,-5.75387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
59,2026/3/19,46:36.8,1,2,"Uscanga, Cesar Alexander",1000412614,Right,CUP_POL11,"Guillen, Marcos",1000450586,Right,CUP_POL2,Undefined,2,Bottom,0,1,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,69.77511,3.425178,0.604863,2242.653441,56.886333,8:00,5.7443,1.27661,6.53959,-58.89373,-3.19319,-7.34008,3.98213,1.21976,64.44884,-7.522039,-0.728205,0.537157,,,,,,,,,,,,3.9754,-1.9787,-1.31582,50,5.9577,-0.84403,-101.41008,4.56266,4.16571,15.61248,-34.2475,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,0cf42a60-239a-11f1-847e-e76328223677,70.17027,,,5.32627,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,46:36.8,2026-03-19T09:46:36.7904256-04:00,2026-03-19T13:46:36.7904256Z,,v3,,,,"Gutierrez Cortes, Kevin",1000490424,Right,CUP_POL11,b4ca78fa-b6df-4e4d-8b8f-ad69ace135e2,53.96501,-102.01868,7.80624,5.75382,5.89769,-17.12375,-1.27975,-1.00642,2.08285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
60,2026/3/19,46:50.8,1,3,"Uscanga, Cesar Alexander",1000412614,Right,CUP_POL11,"Guillen, Marcos",1000450586,Right,CUP_POL2,Undefined,2,Bottom,0,2,0,Fastball,Cutter,InPlay,Undefined,GroundBall,Out,1,0,,84.12015,-1.850356,-2.714276,2192.279042,199.796164,12:45,5.67136,1.09698,7.1003,-24.57072,12.71595,4.20477,1.94221,-1.01755,78.09386,-6.50964,-1.942957,0.439489,79.23616,-18.964938,4.141574,,,,,6.77089,6.77089,12.404364,0.05002,-2.93441,7.6128,-0.93648,50,5.55296,5.66923,-122.39829,-4.55159,-4.50443,21.46957,-20.48807,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,1547f890-239a-11f1-847e-e76328223677,85.76417,1.89305,,6.02629,,,,1.11844,1.89305,1.0566,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,46:50.8,2026-03-19T09:46:50.8207616-04:00,2026-03-19T13:46:50.8207616Z,GroundBall,v3,,,,"Gutierrez Cortes, Kevin",1000490424,Right,CUP_POL11,9b80a004-685c-45d0-9744-9502e2647e83,53.40406,-122.99394,10.73478,5.67136,-3.98318,-10.24403,-1.0955,5.7942,-2.25221,180,1.11661,109.84442,,,,,,,,1.89368,-37.84612,,,,,,,,1.05647,7.95386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,66.15064,-0.4047,-1.37469
61,2026/3/19,47:20.9,2,1,"Uscanga, Cesar Alexander",1000412614,Right,CUP_POL11,"Rosa, Jose",1000279557,Left,CUP_POL2,Undefined,2,Bottom,1,0,0,ChangeUp,Changeup,BallinDirt,Undefined,Undefined,Undefined,0,0,L,81.77954,-2.508008,-4.034631,1944.013643,246.362128,2:15,5.60074,1.16945,6.81028,-33.48588,6.72492,12.66237,0.5145,-1.46312,75.81399,-8.759818,-1.725335,0.456397,,,,,,,,,,,,-7.7367,4.60288,-0.91246,50,5.42597,7.94618,-118.69566,-6.11296,-11.12182,21.09048,-25.5572,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,273422e0-239a-11f1-847e-e76328223677,82.58696,,,5.96555,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,47:20.9,2026-03-19T09:47:20.8810000-04:00,2026-03-19T13:47:20.8810000Z,,v3,,,,"Gutierrez Cortes, Kevin",1000490424,Right,CUP_POL11,08a9531a-c9fb-4582-98d5-88fcab922879,53.69337,-119.35011,10.54524,5.60335,-5.3199,-12.7786,-1.16439,8.2913,-5.56091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
62,2026/3/19,47:47.3,2,2,"Uscanga, Cesar Alexander",1000412614,Right,CUP_POL11,"Rosa, Jose",1000279557,Left,CUP_POL2,Undefined,2,Bottom,1,1,0,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,79.82065,-0.138635,-0.690727,1800.03495,242.695777,2:00,5.81973,1.24542,6.74079,-35.27175,6.7176,10.72666,2.75373,1.50814,73.96918,-6.749171,1.267461,0.466381,,,,,,,,,,,,-5.87666,3.95079,-1.20381,50,5.79688,1.0529,-116.25059,-1.2158,-8.11209,20.01365,-26.7204,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,36f4baa0-239a-11f1-847e-e76328223677,80.81897,,,5.85146,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,47:47.3,2026-03-19T09:47:47.3456128-04:00,2026-03-19T13:47:47.3456128Z,,v3,,,,"Gutierrez Cortes, Kevin",1000490424,Right,CUP_POL11,4fcdaa67-fbe6-453c-826f-d08957e7b997,53.76364,-116.89675,10.00682,5.82221,-0.35312,-13.3602,-1.24203,1.3148,-4.05605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
63,2026/3/19,48:12.3,2,3,"Uscanga, Cesar Alexander",1000412614,Right,CUP_POL11,"Rosa, Jose",1000279557,Left,CUP_POL2,Undefined,2,Bottom,1,1,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,70.72944,4.42928,0.765787,2209.979411,59.570699,8:00,5.87314,1.4649,6.34997,-57.68157,-3.19898,-7.97682,5.15222,1.50515,65.37541,-6.24948,-0.676099,0.531252,,,,,,,,,,,,4.30981,-2.21075,-1.5171,50,6.16888,-1.11743,-102.6878,6.41017,4.65497,15.16649,-34.56184,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,45fb9f50-239a-11f1-847e-e76328223677,70.95027,,,5.35403,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,48:12.3,2026-03-19T09:48:12.3416576-04:00,2026-03-19T13:48:12.3416576Z,,v3,,,,"Gutierrez Cortes, Kevin",1000490424,Right,CUP_POL11,4daf49e8-044a-48a5-ba55-910e932e3da8,54.15519,-103.29968,7.58324,5.88215,7.80454,-17.28092,-1.46823,-1.30523,2.32749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
