PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle 
94,2026/3/19,05:09.6,5,2,"Gomez, Rafael",1000252129,Right,CUP_POL2,"Reina, Nicolas",1000540213,Right,CUP_POL11,Undefined,3,Top,1,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.53829,-0.052888,-2.333279,2297.702224,227.973436,1:30,6.40805,0.90539,7.05654,-20.19155,11.22426,11.52469,4.67735,-0.25451,84.82313,-3.899934,-0.22044,0.403409,,,,,,,,,,,,-6.67032,6.29496,-0.76731,50,6.39796,5.00665,-133.30354,-0.65276,-12.18376,24.59889,-20.67588,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,a42a4520-239c-11f1-847e-e76328223677,93.43485,,,6.71516,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,05:09.6,2026-03-19T10:05:09.5864832-04:00,2026-03-19T14:05:09.5864832Z,,v3,,,,"Alvarado, Jesus",1000373354,Right,CUP_POL2,764f2f60-6899-4ed0-834f-43a996abee5b,53.4467,-133.93806,12.29945,6.40792,-0.11943,-10.33794,-0.90051,5.32093,-6.09188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
95,2026/3/19,05:27.5,5,3,"Gomez, Rafael",1000252129,Right,CUP_POL2,"Reina, Nicolas",1000540213,Right,CUP_POL11,Undefined,3,Top,1,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.99295,-1.253637,-1.035328,2250.949325,214.282865,1:15,6.28757,1.0843,7.03622,-18.93434,13.73591,8.73249,3.57032,0.87124,83.12467,-4.876861,0.56669,0.411384,,,,,,,,,,,,-4.88988,7.95036,-1.02353,50,6.20481,2.04804,-131.03373,-3.33604,-8.58449,25.1622,-18.21675,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,aeda79e0-239c-11f1-847e-e76328223677,91.62343,,,6.86828,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,05:27.5,2026-03-19T10:05:27.5332096-04:00,2026-03-19T14:05:27.5332096Z,,v3,,,,"Alvarado, Jesus",1000373354,Right,CUP_POL2,d85fe9f8-a02b-4801-83d8-ff25d0d57502,53.46582,-131.69759,12.5811,6.28649,-2.85543,-9.10837,-1.08055,2.27452,-4.29224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
96,2026/3/19,05:53.9,5,4,"Gomez, Rafael",1000252129,Right,CUP_POL2,"Reina, Nicolas",1000540213,Right,CUP_POL11,Undefined,3,Top,1,3,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.29179,-1.918303,-2.249973,2279.626353,213.36775,1:00,6.24689,0.95107,7.19754,-16.91745,14.65985,9.06363,3.0976,-0.3326,84.3678,-5.173483,-0.583532,0.404445,,,,,,,,,,,,-5.40536,8.64571,-0.82272,50,6.13017,4.89494,-132.85081,-4.84417,-9.76081,25.68899,-16.56194,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,be937080-239c-11f1-847e-e76328223677,93.19554,,,6.92399,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,05:53.9,2026-03-19T10:05:53.8980864-04:00,2026-03-19T14:05:53.8980864Z,,v3,,,,"Alvarado, Jesus",1000373354,Right,CUP_POL2,400b242e-d7b4-4eaf-b335-2221ebefbf77,53.30512,-133.48838,12.8445,6.2453,-4.43312,-8.28097,-0.94721,5.13719,-4.8804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
97,2026/3/19,06:12.0,5,5,"Gomez, Rafael",1000252129,Right,CUP_POL2,"Reina, Nicolas",1000540213,Right,CUP_POL11,Undefined,3,Top,1,3,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.69448,-2.599034,-1.762035,2324.642255,221.257531,1:30,6.30759,0.69282,6.98553,-18.47308,13.20139,10.76048,2.40172,-0.01347,84.56973,-6.124065,0.210001,0.405066,63.79605,26.25743,161.997694,4007.700795,-107.3149,20.27971,24.15557,155.74074,44.87563,169.701926,2.247404,-6.22146,8.0265,-0.58751,50,6.14093,3.71427,-133.36804,-6.53252,-11.27636,26.99133,-17.62603,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,c960ca30-239c-11f1-847e-e76328223677,93.05247,23.38041,,7.12474,,,,0.46302,2.27216,-0.01,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,06:12.0,2026-03-19T10:06:12.0363008-04:00,2026-03-19T14:06:12.0363008Z,LineDrive,v3,,,,"Alvarado, Jesus",1000373354,Right,CUP_POL2,a0dfe0b0-a19d-4cec-ac47-def652e7dc3f,53.51839,-134.07821,13.49566,6.3067,-6.06876,-8.81302,-0.68914,4.01096,-5.63818,298.573399,0.46293,-79.79951,4.17658,0.52485,-0.29378,0.2229,-0.06204,0.00221,0.00103,2.27222,41.39049,-21.84258,1.65413,-0.04227,-0.20532,0.12969,-0.03366,0.00329,-0.00987,25.92518,-7.70298,0.86419,0.2674,-0.41586,0.20069,-0.04247,0.00329,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,62.21405,3.96939,2.23923
98,2026/3/19,06:33.7,5,6,"Gomez, Rafael",1000252129,Right,CUP_POL2,"Reina, Nicolas",1000540213,Right,CUP_POL11,Undefined,3,Top,1,3,2,Slider,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,82.05458,-2.253123,-3.496634,2039.98548,179.932283,12:00,6.16192,0.64788,6.89711,-31.3675,8.18725,-0.00839,1.49048,-2.54221,76.49704,-8.112734,-3.498168,0.452659,,,,,,,,,,,,-0.83795,5.26579,-0.42711,50,6.00836,7.286,-119.23557,-5.52074,-1.22219,20.10874,-24.49382,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,d65bd950-239c-11f1-847e-e76328223677,83.26903,,,5.55754,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,06:33.7,2026-03-19T10:06:33.7221120-04:00,2026-03-19T14:06:33.7221120Z,,v3,,,,"Alvarado, Jesus",1000373354,Right,CUP_POL2,3614307f-a0bb-42b4-a9d7-973b3cd0debd,53.60636,-119.84223,10.05437,6.16377,-4.78178,-12.24691,-0.64747,7.32288,-0.6111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
99,2026/3/19,07:08.9,6,1,"Gomez, Rafael",1000252129,Right,CUP_POL2,"Beltran, Jonathan Josue",1000490425,Right,CUP_POL11,Undefined,3,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,StolenBase,0,1,,90.31897,-0.800247,-2.361721,2234.520076,210.468634,1:00,6.45504,0.34666,6.97487,-16.51379,16.2582,8.97382,4.35028,-1.05506,82.72207,-3.996352,-0.71948,0.412024,,,,,,,,,,,,-5.35831,9.16418,-0.20285,50,6.39921,5.07361,-131.33056,-2.21262,-9.38373,27.10657,-16.12529,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,eb405c10-239c-11f1-847e-e76328223677,91.4811,,,7.5969,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,07:08.9,2026-03-19T10:07:08.8723456-04:00,2026-03-19T14:07:08.8723456Z,,v3,,,,"Alvarado, Jesus",1000373354,Right,CUP_POL2,97671ef3-7533-46de-980b-bfcd70c0eae2,53.52541,-132.0562,13.55328,6.45266,-1.78095,-8.06264,-0.34203,5.32481,-4.69187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
100,2026/3/19,07:46.6,6,2,"Gomez, Rafael",1000252129,Right,CUP_POL2,"Beltran, Jonathan Josue",1000490425,Right,CUP_POL11,Undefined,3,Top,1,1,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,FieldersChoice,1,0,,89.60571,-2.899617,-2.038686,2240.770432,216.691651,1:15,6.31714,0.62999,7.25578,-18.2484,14.47957,10.09426,2.16913,-0.37408,82.96803,-6.396686,-0.179565,0.411747,85.31231,-5.98018,-36.687322,,,,,22.93186,21.22369,-33.136503,0.173148,-6.00803,8.85863,-0.51664,50,6.1465,4.31135,-130.37735,-7.03136,-10.44162,24.9215,-16.77826,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,01c26230-239d-11f1-847e-e76328223677,91.54261,2.26099,,6.63768,,,,1.89434,2.26099,0.35975,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,07:46.6,2026-03-19T10:07:46.6064896-04:00,2026-03-19T14:07:46.6064896Z,GroundBall,v3,,,,"Alvarado, Jesus",1000373354,Right,CUP_POL2,3ed5eadc-c127-4313-ba4e-b356705bc2fc,53.24926,-130.99697,12.46075,6.31614,-6.6142,-8.38913,-0.62706,4.57095,-5.22081,180,1.88963,99.96146,,,,,,,,2.2616,-13.05813,,,,,,,,0.36326,-74.47457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,60.03483,10.78291,-23.77536
101,2026/3/19,08:50.0,7,1,"Gomez, Rafael",1000252129,Right,CUP_POL2,"Garcia, Yohangel",1000430175,Right,CUP_POL11,Undefined,3,Top,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.31959,-2.590438,-4.034514,2177.484056,109.78012,9:45,6.11348,0.95558,7.18541,-36.83852,3.4304,-6.25052,0.68931,-3.22649,75.4724,-9.46811,-5.181176,0.456727,,,,,,,,,,,,2.26036,2.95858,-0.71974,50,5.95228,8.52134,-118.03768,-6.27975,3.19626,21.99114,-27.99047,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,278ff720-239d-11f1-847e-e76328223677,82.52735,,,5.84719,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,08:50.0,2026-03-19T10:08:49.9620000-04:00,2026-03-19T14:08:49.9620000Z,,v3,,,,"Alvarado, Jesus",1000373354,Right,CUP_POL2,17da0baf-5dff-4dbb-8ae5-ba1c976b6cdd,53.31763,-118.65417,10.99557,6.11732,-5.49508,-13.99523,-0.95736,8.43174,1.59813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.68599,,,1.37002,,,,-4.84929,5.73842,4.44305,127.28401,0.84272,-1.4099,-4.74388,105.84511,-6.98557,5.76278,13.02122,-12.14517,4.39536,-7.86068,2.67545,High,High,High,,,High,High,High,,,
102,2026/3/19,09:12.4,7,2,"Gomez, Rafael",1000252129,Right,CUP_POL2,"Garcia, Yohangel",1000430175,Right,CUP_POL11,Undefined,3,Top,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,StolenBase,0,0,,92.13353,-2.961422,-2.544779,2278.165213,218.677799,1:15,6.3394,0.8318,7.17227,-16.60068,14.71469,11.00304,2.26734,-0.55886,84.60699,-6.161653,-0.522793,0.402764,,,,,,,,,,,,-6.56752,9.00532,-0.68573,50,6.16094,5.54759,-133.8674,-7.31645,-11.94821,28.20444,-15.7908,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,34ea8b60-239d-11f1-847e-e76328223677,93.58452,,,7.52653,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,09:12.4,2026-03-19T10:09:12.4050000-04:00,2026-03-19T14:09:12.4050000Z,,v3,,,,"Alvarado, Jesus",1000373354,Right,CUP_POL2,72b70087-675c-46de-bca3-3ae4cf065e12,53.32992,-134.56715,14.10222,6.3376,-6.92468,-7.8954,-0.82704,5.84402,-5.9741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.35321,1.690678,0.791654,0.899023,-1.89344,1.90306,0.58534,-5.51222,5.50622,3.32096,68.86165,10.03462,56.14439,-5.30566,89.81848,-8.08452,5.5627,16.46079,-12.76189,3.31013,59.57025,-0.89497,High,High,High,,,High,High,High,,,
103,,,7,3,"Gomez, Rafael",1000252129,Right,CUP_POL2,"Garcia, Yohangel",1000430175,Right,CUP_POL11,Undefined,3,Top,2,2,0,Fastball,,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,83476d50-239d-11f1-a145-db8ae36e65f7,,,,,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,,,,,,v3,,,,"Alvarado, Jesus",1000373354,Right,CUP_POL2,e840e2cb-6f88-4169-8ba0-2c9384dd1c16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,7,4,"Gomez, Rafael",1000252129,Right,CUP_POL2,"Garcia, Yohangel",1000430175,Right,CUP_POL11,Undefined,3,Top,2,2,1,Slider,,InPlay,Undefined,GroundBall,Out,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,88edf5d0-239d-11f1-a145-db8ae36e65f7,,,,,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,,,,,,v3,,,,"Alvarado, Jesus",1000373354,Right,CUP_POL2,fd847adc-293c-4ec6-ba49-a75eaaa2bf49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2026/3/19,14:12.4,1,1,"Perez Pena, Jason Hideky",1000270134,Right,CUP_POL11,"Santana, Elian",1000239831,Right,CUP_POL2,Undefined,3,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.77223,-1.450098,-0.562242,2258.501181,215.35766,1:15,6.17295,0.82075,6.14271,-18.24725,15.74698,10.48245,3.31186,1.17467,82.87314,-4.89472,1.328451,0.419637,,,,,,,,,,,,-5.53437,8.80414,-0.78301,50,6.0527,0.84833,-130.55806,-3.84318,-9.64812,24.90956,-16.82575,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,e7b82a40-239d-11f1-a145-db8ae36e65f7,89.8215,,,6.89909,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,14:12.4,2026-03-19T10:14:12.4260000-04:00,2026-03-19T14:14:12.4260000Z,,v3,,,,"Gutierrez Cortes, Kevin",1000490424,Right,CUP_POL11,57f0fb22-1b16-4ded-8945-e0a423afa0bb,54.35964,-131.38722,12.45478,6.1713,-3.2831,-8.41287,-0.81659,1.16948,-4.82406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
106,2026/3/19,14:27.6,1,2,"Perez Pena, Jason Hideky",1000270134,Right,CUP_POL11,"Santana, Elian",1000239831,Right,CUP_POL2,Undefined,3,Bottom,0,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,89.32183,-3.146503,-1.631208,2427.576125,219.031668,1:15,6.15285,0.73238,6.49567,-18.4069,15.51887,11.79119,1.72636,0.21711,82.70271,-6.624777,0.509849,0.419215,,,,,,,,,,,,-6.57989,9.22414,-0.62283,50,5.92367,3.24412,-129.80278,-7.64579,-11.34958,24.36957,-16.26344,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,f0cf6f80-239d-11f1-a145-db8ae36e65f7,89.91203,,,6.61913,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,14:27.6,2026-03-19T10:14:27.6360000-04:00,2026-03-19T14:14:27.6360000Z,,v3,,,,"Gutierrez Cortes, Kevin",1000490424,Right,CUP_POL11,711c4162-167e-4887-881a-2ff595588857,54.00788,-130.55307,12.18479,6.15137,-7.14508,-8.13172,-0.72809,3.59355,-5.67479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
107,2026/3/19,14:52.0,1,3,"Perez Pena, Jason Hideky",1000270134,Right,CUP_POL11,"Santana, Elian",1000239831,Right,CUP_POL2,Undefined,3,Bottom,0,1,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.68928,-0.960221,-1.222793,2351.856994,213.130492,1:00,6.18545,0.64136,6.53798,-17.6584,15.87698,9.73855,3.83285,0.33111,82.75152,-4.326181,0.546391,0.416796,78.07897,4.448018,171.92183,2430.142332,,,,116.95732,43.03376,177.538939,1.173184,-5.34284,8.84485,-0.55989,50,6.11071,2.39325,-130.48653,-2.65451,-9.30839,24.75957,-16.76441,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,ff58bfc0-239d-11f1-a145-db8ae36e65f7,90.43389,5.64829,,6.93776,,,,0.71893,3.70589,-0.73238,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,14:52.0,2026-03-19T10:14:51.9770000-04:00,2026-03-19T14:14:51.9770000Z,GroundBall,v3,,,,"Gutierrez Cortes, Kevin",1000490424,Right,CUP_POL11,a169462a-e6f9-4d59-ab75-79065b557d47,53.96287,-131.23633,12.37979,6.18341,-2.14683,-8.3822,-0.63663,2.67513,-4.6542,235.704859,0.61836,-111.8726,10.07835,,,,,,,3.69782,8.99211,-10.34862,,,,,,,-0.59608,14.43526,-8.30956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,55.1525,-19.53596,50.31415
108,2026/3/19,15:21.3,1,4,"Perez Pena, Jason Hideky",1000270134,Right,CUP_POL11,"Santana, Elian",1000239831,Right,CUP_POL2,Undefined,3,Bottom,0,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.46757,-2.350838,-1.133463,1848.246893,241.942953,2:00,6.06727,0.57912,6.26479,-32.61703,8.3378,13.55265,1.17999,0.66328,76.01204,-8.37625,1.320579,0.4606,,,,,,,,,,,,-7.36418,5.2439,-0.50174,50,5.87675,1.86769,-118.51184,-5.82735,-10.61818,19.71617,-24.61302,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,10d119a0-239e-11f1-a145-db8ae36e65f7,81.83332,,,5.45553,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,15:21.3,2026-03-19T10:15:21.3110000-04:00,2026-03-19T14:15:21.3110000Z,,v3,,,,"Gutierrez Cortes, Kevin",1000490424,Right,CUP_POL11,99925088-a425-4914-a7d4-9618ac49bb8d,54.24034,-119.21519,9.85809,6.06897,-4.9493,-12.30651,-0.57512,2.24648,-5.30909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
109,2026/3/19,15:38.2,1,5,"Perez Pena, Jason Hideky",1000270134,Right,CUP_POL11,"Santana, Elian",1000239831,Right,CUP_POL2,Undefined,3,Bottom,0,2,2,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,81.12502,-0.877649,-0.321086,1828.570038,225.970612,1:30,6.16322,0.49782,6.55122,-29.19691,11.60418,10.85788,2.92523,1.1082,75.4102,-6.346975,1.653457,0.459735,46.0416,-48.42463,-124.682463,,,,,3.22795,1.51163,-97.83504,0.056762,-5.81162,6.66398,-0.48007,50,6.08987,0.2947,-118.14093,-2.5993,-8.32211,19.7271,-22.63135,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,1ae00550-239e-11f1-a145-db8ae36e65f7,81.98738,2.89583,,5.71482,,,,1.02169,2.89583,-1.08543,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,15:38.2,2026-03-19T10:15:38.2160000-04:00,2026-03-19T14:15:38.2160000Z,GroundBall,v3,,,,"Gutierrez Cortes, Kevin",1000490424,Right,CUP_POL11,b92ba00c-623f-4472-a1ca-d22fc87e38d6,53.95313,-118.79919,9.86355,6.164,-1.84413,-11.31568,-0.49454,0.57239,-4.16106,,1.024,-25.75174,,,,,,,,2.9004,-51.01684,,,,,,,,-1.0821,-37.21456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,70.04631,11.03256,-11.62904
110,2026/3/19,16:08.1,1,6,"Perez Pena, Jason Hideky",1000270134,Right,CUP_POL11,"Santana, Elian",1000239831,Right,CUP_POL2,Undefined,3,Bottom,0,2,2,Slider,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,75.81646,-0.660534,-0.451777,2601.126151,61.194042,8:00,6.06277,0.88033,5.69792,-53.07338,-4.545,-10.7428,1.02438,-0.43593,70.7241,-10.292311,-2.379442,0.501383,,,,,,,,,,,,5.3839,-1.76516,-0.83548,50,5.97374,1.2532,-110.28503,-2.95139,6.67661,18.34625,-34.36305,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,2cb79630-239e-11f1-a145-db8ae36e65f7,75.177,,,5.09236,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,16:08.1,2026-03-19T10:16:08.0960000-04:00,2026-03-19T14:16:08.0960000Z,,v3,,,,"Gutierrez Cortes, Kevin",1000490424,Right,CUP_POL11,d40a715e-b0a5-4053-a483-d3e72fe52541,54.80835,-111.08204,9.17313,6.06953,-1.45858,-17.18153,-0.88362,0.96315,3.33831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
111,2026/3/19,16:58.4,2,1,"Perez Pena, Jason Hideky",1000270134,Right,CUP_POL11,"Javier, Yeuri",1000440210,Right,CUP_POL2,Undefined,3,Bottom,1,0,0,Fastball,Sinker,BallinDirt,Undefined,Undefined,Undefined,0,0,,90.55028,-4.991836,-1.794961,2289.074577,226.486172,1:30,6.07651,0.68342,6.4966,-18.31336,14.68946,14.51265,-0.04594,0.24451,84.39273,-8.416127,0.841352,0.413473,,,,,,,,,,,,-8.1239,9.19292,-0.56406,50,5.71749,3.5801,-131.37433,-12.00555,-14.41832,23.78342,-15.85841,CUP_POL2,CUP_POL11,LAV,Diamond Solutions,DIA,20260319-LAV-1,4a9c7ad0-239e-11f1-a145-db8ae36e65f7,91.16062,,,6.15755,,,,,,,466b64ac-6fa4-469b-a791-4c8bbffd9b8d,2026/3/19,16:58.4,2026-03-19T10:16:58.3630000-04:00,2026-03-19T14:16:58.3630000Z,,v3,,,,"Gutierrez Cortes, Kevin",1000490424,Right,CUP_POL11,6ff0b408-3404-4c41-bf26-97f95f1d231f,54.00945,-132.09819,11.89171,6.07554,-11.5229,-7.9292,-0.6797,4.01892,-7.20916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
