PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle 
53,2026/3/21,35:20.8,8,2,"Cantera, Christopher",1000403468,Right,CUP_POL11,"Martes, Elian",1000467100,Right,CUP_POL1,Undefined,2,Top,2,1,0,Curveball,Curveball,BallCalled,Undefined,Undefined,StolenBase,0,0,,64.55558,1.291137,1.638269,2274.471257,33.984823,7:15,6.42183,1.00082,5.71852,-72.93681,-5.53288,-5.11402,1.54725,2.10123,60.07204,-11.968299,0.720616,0.5909,,,,,,,,,,,,3.0578,-2.52681,-1.13467,50,6.48473,-2.52337,-93.79571,0.14339,2.72333,14.22085,-34.42448,CUP_POL11,CUP_POL1,LAV,Diamond Solutions,DIA,20260321-LAV-2,f43a8b30-2543-11f1-b649-cf5e5eee1654,63.78818,,,4.48354,,,,,,,9f71fa90-affe-4f9e-97cb-91830f5cefd1,2026/3/21,35:20.8,2026-03-21T12:35:20.8157696-04:00,2026-03-21T16:35:20.8157696Z,,v3,,,,"Reina, Nicolas",1000540213,Right,CUP_POL11,390490cc-179b-46c1-be53-be3725ac7573,54.78716,-94.51873,7.11042,6.43295,1.8936,-17.21224,-1.00285,-2.66183,1.36167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
54,2026/3/21,35:43.1,8,3,"Cantera, Christopher",1000403468,Right,CUP_POL11,"Martes, Elian",1000467100,Right,CUP_POL1,Undefined,2,Top,2,2,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,65.88742,3.40829,0.454582,2311.140913,49.450464,7:45,6.45185,0.8485,6.02942,-70.80921,-6.23256,-9.76701,3.71148,0.4556,60.33376,-9.636432,-1.304042,0.578375,,,,,,,,,,,,5.11733,-3.49071,-0.879,50,6.68115,-0.44949,-95.58894,3.81345,4.69486,15.89441,-35.37657,CUP_POL11,CUP_POL1,LAV,Diamond Solutions,DIA,20260321-LAV-2,017848a0-2544-11f1-b649-cf5e5eee1654,65.1696,,,5.55366,,,,,,,9f71fa90-affe-4f9e-97cb-91830f5cefd1,2026/3/21,35:43.1,2026-03-21T12:35:43.0686720-04:00,2026-03-21T16:35:43.0686720Z,,v3,,,,"Reina, Nicolas",1000540213,Right,CUP_POL11,bbda4f9c-7840-4fba-bf2c-9842d7a64566,54.47487,-96.33014,7.9472,6.46485,5.46316,-17.68829,-0.85293,-0.66843,2.34743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
55,2026/3/21,35:58.6,8,4,"Cantera, Christopher",1000403468,Right,CUP_POL11,"Martes, Elian",1000467100,Right,CUP_POL1,Undefined,2,Top,2,3,0,Slider,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,74.21848,-2.668217,-2.028846,1948.326306,183.84767,12:15,6.54702,0.68663,7.01218,-32.5899,15.45139,0.9491,1.40253,-1.07925,69.31945,-8.790745,-1.854773,0.49886,,,,,,,,,,,,-0.99689,9.35256,-0.56299,50,6.37274,3.79693,-107.95102,-5.75539,-1.19196,16.45468,-20.99122,CUP_POL11,CUP_POL1,LAV,Diamond Solutions,DIA,20260321-LAV-2,0aadc440-2544-11f1-b649-cf5e5eee1654,75.55714,,,4.89903,,,,,,,9f71fa90-affe-4f9e-97cb-91830f5cefd1,2026/3/21,35:58.6,2026-03-21T12:35:58.5797120-04:00,2026-03-21T16:35:58.5797120Z,,v3,,,,"Reina, Nicolas",1000540213,Right,CUP_POL11,447b8b0c-d603-478e-8f13-f55aa661f0e5,53.4909,-108.48183,8.22734,6.54748,-5.07825,-10.49561,-0.68609,3.83538,-0.59598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
56,2026/3/21,36:14.4,8,5,"Cantera, Christopher",1000403468,Right,CUP_POL11,"Martes, Elian",1000467100,Right,CUP_POL1,Undefined,2,Top,2,3,1,Fastball,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,75.33656,0.794366,1.102247,1978.519191,186.007375,12:15,6.64721,0.75782,6.76473,-31.30084,15.90989,1.53138,4.76449,1.89225,69.50447,-5.139969,1.381504,0.494529,,,,,,,,,,,,-0.52299,8.65205,-0.83034,50,6.68693,-2.1581,-109.60973,0.79086,-0.64145,17.88875,-21.56202,CUP_POL11,CUP_POL1,LAV,Diamond Solutions,DIA,20260321-LAV-2,14139eb0-2544-11f1-b649-cf5e5eee1654,76.21888,,,5.83209,,,,,,,9f71fa90-affe-4f9e-97cb-91830f5cefd1,2026/3/21,36:14.4,2026-03-21T12:36:14.3815168-04:00,2026-03-21T16:36:14.3815168Z,,v3,,,,"Reina, Nicolas",1000540213,Right,CUP_POL11,3f4f6023-5b02-454d-9d53-7a3b07a2b538,53.7355,-110.2177,8.94437,6.6476,1.52365,-10.78101,-0.75737,-2.1363,-0.32073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
57,2026/3/21,37:26.6,9,1,"Cantera, Christopher",1000403468,Right,CUP_POL11,"Feliz, Sariel",1000347580,Right,CUP_POL1,Undefined,2,Top,2,0,0,Slider,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,74.0309,-1.0567,-1.116171,1901.06844,188.514944,12:15,6.59693,0.83726,6.317,-34.43116,15.19477,2.06264,2.75402,-0.01912,68.7402,-7.479765,-0.742762,0.507021,67.86423,50.802257,6.502016,,108.10632,87.4041,20.32222,191.39062,188.70382,11.202471,4.881352,-1.35807,8.62457,-0.75654,50,6.50289,2.0322,-107.69435,-2.8702,-1.61134,16.90439,-21.94113,CUP_POL11,CUP_POL1,LAV,Diamond Solutions,DIA,20260321-LAV-2,3f1f5d60-2544-11f1-b649-cf5e5eee1654,74.34101,87.46707,,5.29071,,,,1.25664,2.86235,0.03131,9f71fa90-affe-4f9e-97cb-91830f5cefd1,2026/3/21,37:26.6,2026-03-21T12:37:26.5732608-04:00,2026-03-21T16:37:26.5732608Z,Popup,v3,,,,"Reina, Nicolas",1000540213,Right,CUP_POL11,b0ebeb32-c672-4896-b122-8274fa5ce95a,54.18599,-108.34941,8.4522,6.59764,-2.01996,-10.97057,-0.8365,2.09464,-0.80567,194.836612,1.25896,62.43564,-11.80859,2.20623,0.12261,-0.25072,0.07901,-0.01097,0.00058,2.85687,77.25362,-20.61622,2.39886,-0.9065,0.28458,-0.0513,0.00457,-0.00015,0.03052,7.14731,1.39931,-0.37776,-0.11287,0.10921,-0.03404,0.00482,-0.00026,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,61.92268,3.46894,-11.5065
58,2026/3/21,39:33.7,1,1,"Escalante, Nelson",10911539,Right,CUP_POL1,"Heureaux, Hector",1000441825,Right,CUP_POL11,Undefined,2,Bottom,0,0,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,89.51759,-1.634974,-1.903232,2165.548651,219.427214,1:15,6.30971,0.89905,5.59229,-21.58379,13.39583,10.17481,2.98311,-0.0309,82.58199,-5.642057,-0.087553,0.425676,83.19735,-27.599474,7.622974,,,,,5.25178,5.25178,8.005772,0.04814,-5.6465,7.51737,-0.74246,50,6.15524,3.8796,-130.01934,-4.45143,-9.7555,24.88955,-19.18623,CUP_POL11,CUP_POL1,LAV,Diamond Solutions,DIA,20260321-LAV-2,8ad14390-2544-11f1-b649-cf5e5eee1654,88.5473,2.72896,,6.9356,,,,0.02659,2.72896,0.03896,9f71fa90-affe-4f9e-97cb-91830f5cefd1,2026/3/21,39:33.7,2026-03-21T12:39:33.6669696-04:00,2026-03-21T16:39:33.6669696Z,GroundBall,v3,,,,"Alacayo, Jose",1000319841,Right,CUP_POL1,0fa88423-f167-416d-a14a-9975fbcc4411,54.91104,-130.95608,12.44477,6.30918,-3.72934,-9.59312,-0.89538,4.24676,-4.87775,180,0.02429,107.4782,,,,,,,,2.73017,-56.68797,,,,,,,,0.03865,14.38452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,,65.56854,3.80545,5.74833
59,2026/3/21,40:25.2,2,1,"Escalante, Nelson",10911539,Right,CUP_POL1,"Reina, Nicolas",1000540213,Right,CUP_POL11,Undefined,2,Bottom,1,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.64285,-0.874039,-4.35135,1797.032438,245.535386,2:15,5.82283,1.50904,6.25956,-36.65447,6.51394,11.60237,1.95993,-1.54433,73.84098,-7.658783,-2.260815,0.472884,,,,,,,,,,,,-7.08973,4.0041,-1.19099,50,5.73983,8.38095,-115.57521,-2.84219,-9.69377,19.34757,-26.69928,CUP_POL11,CUP_POL1,LAV,Diamond Solutions,DIA,20260321-LAV-2,a9a17290-2544-11f1-b649-cf5e5eee1654,79.70762,,,5.80187,,,,,,,9f71fa90-affe-4f9e-97cb-91830f5cefd1,2026/3/21,40:25.2,2026-03-21T12:40:25.2467200-04:00,2026-03-21T16:40:25.2467200Z,,v3,,,,"Alacayo, Jose",1000319841,Right,CUP_POL1,ad7d436f-5795-458a-a3d4-0c87034f4938,54.24405,-116.2835,9.67378,5.82599,-1.86476,-13.34964,-1.50431,8.73583,-4.84688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
60,2026/3/21,40:37.5,2,2,"Escalante, Nelson",10911539,Right,CUP_POL1,"Reina, Nicolas",1000540213,Right,CUP_POL11,Undefined,2,Bottom,1,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.36775,-2.038061,-3.508564,2084.633981,203.003002,12:45,6.4549,0.88364,5.90641,-20.49001,14.03032,5.5624,2.85114,-1.91387,83.08,-5.848736,-2.512635,0.422872,,,,,,,,,,,,-3.64138,7.95741,-0.60448,50,6.27884,7.72148,-129.73643,-5.28473,-6.31712,22.59673,-18.36936,CUP_POL11,CUP_POL1,LAV,Diamond Solutions,DIA,20260321-LAV-2,b0d5ee10-2544-11f1-b649-cf5e5eee1654,89.13442,,,6.28775,,,,,,,9f71fa90-affe-4f9e-97cb-91830f5cefd1,2026/3/21,40:37.5,2026-03-21T12:40:37.4676992-04:00,2026-03-21T16:40:37.4676992Z,,v3,,,,"Alacayo, Jose",1000319841,Right,CUP_POL1,cf7ce528-fbde-4b44-a83f-a253f0d64ccf,54.59655,-130.53458,11.29837,6.45405,-4.6359,-9.18468,-0.88116,7.94461,-3.15856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
61,2026/3/21,40:52.7,2,3,"Escalante, Nelson",10911539,Right,CUP_POL1,"Reina, Nicolas",1000540213,Right,CUP_POL11,Undefined,2,Bottom,1,2,0,Slider,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,73.45331,0.765376,-0.730519,2280.020312,43.6023,7:30,6.07204,1.19588,5.98063,-56.98346,-5.91489,-6.97607,2.03302,-0.06269,68.48401,-9.651544,-1.987712,0.514337,75.89129,-28.029951,-43.770327,,,,,5.03768,1.54094,-31.055185,0.039027,3.42784,-2.8691,-1.13416,50,6.10047,1.59487,-106.90582,-0.24423,3.9999,16.99855,-35.52195,CUP_POL11,CUP_POL1,LAV,Diamond Solutions,DIA,20260321-LAV-2,b9fdd520-2544-11f1-b649-cf5e5eee1654,73.28349,2.04651,,4.9693,,,,1.53976,2.04651,0.06045,9f71fa90-affe-4f9e-97cb-91830f5cefd1,2026/3/21,40:52.7,2026-03-21T12:40:52.7243264-04:00,2026-03-21T16:40:52.7243264Z,GroundBall,v3,,,,"Alacayo, Jose",1000319841,Right,CUP_POL1,a513e3e6-4e87-4477-a976-9f2f40b68924,54.52616,-107.62309,8.49927,6.07915,1.25466,-17.76097,-1.1979,1.42609,1.99995,,1.53864,71.12691,,,,,,,,2.04733,-52.43814,,,,,,,,0.06153,-68.13757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,64.58328,7.82758,-12.79589
62,2026/3/21,41:21.9,3,1,"Escalante, Nelson",10911539,Right,CUP_POL1,"Beltran, Jonathan Josue",1000490425,Right,CUP_POL11,Undefined,2,Bottom,2,0,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,89.66781,-3.067969,-2.85151,2133.338299,207.417186,1:00,6.25365,0.93596,5.78501,-21.70481,12.87749,6.17492,1.58417,-1.20473,83.20566,-7.08244,-1.746616,0.423251,,,,,,,,,,,,-3.84095,7.62095,-0.70439,50,5.9869,6.22022,-130.09957,-7.70847,-6.67344,23.78485,-18.93306,CUP_POL11,CUP_POL1,LAV,Diamond Solutions,DIA,20260321-LAV-2,cb575c60-2544-11f1-b649-cf5e5eee1654,89.05449,,,6.46215,,,,,,,9f71fa90-affe-4f9e-97cb-91830f5cefd1,2026/3/21,41:21.9,2026-03-21T12:41:21.9041792-04:00,2026-03-21T16:41:21.9041792Z,,v3,,,,"Alacayo, Jose",1000319841,Right,CUP_POL1,48937467-1bab-463a-a408-3ce515d8431e,54.71854,-130.95937,11.89242,6.25319,-7.02406,-9.46653,-0.9336,6.46146,-3.33672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
63,2026/3/21,41:35.1,3,2,"Escalante, Nelson",10911539,Right,CUP_POL1,"Beltran, Jonathan Josue",1000490425,Right,CUP_POL11,Undefined,2,Bottom,2,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.01584,-2.483183,-3.873219,1791.798129,248.275932,2:15,5.85497,1.40289,6.09708,-35.62474,6.24225,12.75087,0.58269,-1.12259,75.54669,-9.024768,-1.577975,0.465701,,,,,,,,,,,,-7.53567,4.18079,-1.11083,50,5.64414,7.49836,-117.56767,-6.20098,-10.69446,19.37317,-26.24073,CUP_POL11,CUP_POL1,LAV,Diamond Solutions,DIA,20260321-LAV-2,d346c370-2544-11f1-b649-cf5e5eee1654,80.93699,,,5.46915,,,,,,,9f71fa90-affe-4f9e-97cb-91830f5cefd1,2026/3/21,41:35.1,2026-03-21T12:41:35.1472128-04:00,2026-03-21T16:41:35.1472128Z,,v3,,,,"Alacayo, Jose",1000319841,Right,CUP_POL1,9ad13063-cf9a-42a5-8bb4-685fca87c002,54.4078,-118.29177,9.68659,5.85759,-5.22019,-13.12037,-1.39856,7.89808,-5.34723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
64,2026/3/21,41:47.6,3,3,"Escalante, Nelson",10911539,Right,CUP_POL1,"Beltran, Jonathan Josue",1000490425,Right,CUP_POL11,Undefined,2,Bottom,2,1,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,89.3677,-2.252844,-2.364107,2177.349499,210.592598,1:00,6.12724,1.19572,5.984,-19.87651,14.52123,8.03059,2.37976,-0.32769,83.00432,-5.962594,-0.921276,0.42212,70.414,62.246122,11.198638,,107.83722,83.45617,21.70512,140.05611,56.99937,11.370861,5.269848,-4.70941,8.30567,-1.01342,50,5.93786,5.03827,-129.87716,-5.74115,-8.17106,23.17444,-17.76327,CUP_POL11,CUP_POL1,LAV,Diamond Solutions,DIA,20260321-LAV-2,daa3ae80-2544-11f1-b649-cf5e5eee1654,89.29314,111.36186,,6.36339,,,,0.96042,2.42915,0.33867,9f71fa90-affe-4f9e-97cb-91830f5cefd1,2026/3/21,41:47.6,2026-03-21T12:41:47.5928064-04:00,2026-03-21T16:41:47.5928064Z,Popup,v3,,,,"Alacayo, Jose",1000319841,Right,CUP_POL1,ebd35cd7-1f23-4b30-aee5-848b5906a109,54.52055,-130.68129,11.58722,6.12638,-5.12478,-8.88164,-1.19316,5.3218,-4.08553,180.134463,0.96808,47.0208,-11.87607,2.37496,0.30111,-0.32579,0.08748,-0.01079,0.00052,2.42407,91.47355,-22.84938,2.34293,-0.4982,0.06213,0.00353,-0.00218,0.00018,0.3402,9.30914,-2.30952,0.45687,0.06139,-0.06427,0.01718,-0.00211,0.0001,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,62.22744,6.4542,-14.7638
65,2026/3/21,44:51.4,1,1,"Salsa, Alain",,Left,CUP_POL11,"Wilmore, Axel",1000399907,Left,CUP_POL1,Undefined,3,Top,0,0,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,81.64599,-1.175799,3.153507,2057.414663,168.858228,11:45,5.76227,-1.83181,6.26554,-24.45367,16.42001,-3.01047,2.63855,0.82786,75.72267,-5.762268,2.610685,0.460143,,,,,,,,,,,,2.32008,9.18123,1.59937,50,5.66279,-6.42733,-118.63087,-3.10878,3.35157,19.78189,-18.911,CUP_POL11,CUP_POL1,LAV,Diamond Solutions,DIA,20260321-LAV-2,483f86d0-2545-11f1-b649-cf5e5eee1654,81.91454,,,5.92332,,,,,,,9f71fa90-affe-4f9e-97cb-91830f5cefd1,2026/3/21,44:51.4,2026-03-21T12:44:51.3590272-04:00,2026-03-21T16:44:51.3590272Z,,v3,,,,"Reina, Nicolas",1000540213,Right,CUP_POL11,e712572e-9dce-4f18-b6fd-3710c0fe6e01,54.23726,-119.33535,9.89095,5.76151,-2.43532,-9.4555,1.83039,-6.54668,1.67579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
66,2026/3/21,45:06.0,1,2,"Salsa, Alain",,Left,CUP_POL11,"Wilmore, Axel",1000399907,Left,CUP_POL1,Undefined,3,Top,0,0,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,82.82742,-1.259389,3.007137,2090.031201,168.498834,11:30,5.87564,-1.75271,5.93943,-23.50509,16.71115,-3.17217,2.74673,0.77527,76.76759,-5.647295,2.43851,0.456428,,,,,,,,,,,,2.34579,9.23749,1.51438,50,5.76157,-6.19774,-120.30201,-3.33945,3.48529,20.31584,-18.44944,CUP_POL11,CUP_POL1,LAV,Diamond Solutions,DIA,20260321-LAV-2,50ea0080-2545-11f1-b649-cf5e5eee1654,82.58137,,,6.05983,,,,,,,9f71fa90-affe-4f9e-97cb-91830f5cefd1,2026/3/21,45:06.0,2026-03-21T12:45:05.9765248-04:00,2026-03-21T16:45:05.9765248Z,,v3,,,,"Reina, Nicolas",1000540213,Right,CUP_POL11,3568f769-75f2-4585-b1ff-13becf52f350,54.56307,-121.07014,10.15792,5.87465,-2.64189,-9.22472,1.7512,-6.32951,1.74264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
67,2026/3/21,45:26.5,1,3,"Salsa, Alain",,Left,CUP_POL11,"Wilmore, Axel",1000399907,Left,CUP_POL1,Undefined,3,Top,0,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,"L
",82.82224,-1.374945,3.689274,2258.859444,160.326355,11:15,6.05607,-1.43134,6.21818,-22.97442,16.86091,-5.63122,2.86979,1.50875,76.76914,-5.686901,2.675628,0.454261,,,,,,,,,,,,3.80024,9.43056,1.15731,50,5.94109,-7.54607,-120.25934,-3.52932,5.64303,20.26838,-18.17038,CUP_POL11,CUP_POL1,LAV,Diamond Solutions,DIA,20260321-LAV-2,5d4db1a0-2545-11f1-b649-cf5e5eee1654,82.97524,,,6.0531,,,,,,,9f71fa90-affe-4f9e-97cb-91830f5cefd1,2026/3/21,45:26.5,2026-03-21T12:45:26.4800000-04:00,2026-03-21T16:45:26.4800000Z,,v3,,,,"Reina, Nicolas",1000540213,Right,CUP_POL11,9c389577-62af-49cb-9a77-a252f2e3cace,54.28462,-120.97931,10.13419,6.05499,-2.88388,-9.08519,1.42892,-7.74652,2.82152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
68,2026/3/21,45:42.5,1,4,"Salsa, Alain",,Left,CUP_POL11,"Wilmore, Axel",1000399907,Left,CUP_POL1,Undefined,3,Top,0,1,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,63.51666,2.263829,1.089474,2106.160628,308.227148,4:15,5.57371,-1.67817,5.34949,-76.5754,-6.62185,10.81103,1.31742,0.24481,59.6239,-11.533495,3.014089,0.601972,,,,,,,,,,,,-5.20855,-3.42965,1.57182,50,5.72186,-2.09121,-92.3288,1.52405,-4.54113,12.45538,-35.16425,CUP_POL11,CUP_POL1,LAV,Diamond Solutions,DIA,20260321-LAV-2,66bfc110-2545-11f1-b649-cf5e5eee1654,62.61494,,,3.89277,,,,,,,9f71fa90-affe-4f9e-97cb-91830f5cefd1,2026/3/21,45:42.5,2026-03-21T12:45:42.4775168-04:00,2026-03-21T16:45:42.4775168Z,,v3,,,,"Reina, Nicolas",1000540213,Right,CUP_POL11,06a72984-4857-4a87-93d3-eee5513fae35,55.15876,-93.02212,6.22769,5.58254,3.48146,-17.58212,1.68119,-1.83843,-2.27056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
69,2026/3/21,45:58.8,1,5,"Salsa, Alain",,Left,CUP_POL11,"Wilmore, Axel",1000399907,Left,CUP_POL1,Undefined,3,Top,0,2,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,65.5655,1.423906,2.735257,2024.070516,281.051237,3:15,5.52844,-1.40058,6.01301,-64.19196,-0.54386,10.83973,1.50004,2.03868,61.86408,-10.275327,4.68333,0.574201,,,,,,,,,,,,-4.97315,-0.08972,1.17983,50,5.60496,-4.87761,-95.36593,0.7134,-4.66172,12.21084,-32.25815,CUP_POL11,CUP_POL1,LAV,Diamond Solutions,DIA,20260321-LAV-2,70843640-2545-11f1-b649-cf5e5eee1654,65.64325,,,3.70142,,,,,,,9f71fa90-affe-4f9e-97cb-91830f5cefd1,2026/3/21,45:58.8,2026-03-21T12:45:58.8169728-04:00,2026-03-21T16:45:58.8169728Z,,v3,,,,"Reina, Nicolas",1000540213,Right,CUP_POL11,2953449f-d7c2-40f3-afe0-fb788e8f807a,54.49343,-95.93956,6.10542,5.53585,2.22877,-16.12907,1.40382,-4.65862,-2.33086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
70,2026/3/21,46:18.7,1,6,"Salsa, Alain",,Left,CUP_POL11,"Wilmore, Axel",1000399907,Left,CUP_POL1,Undefined,3,Top,0,3,2,Slider,Curveball,BallCalled,Walk,Undefined,Undefined,0,0,,66.05709,0.811633,4.553861,2051.024114,321.438214,4:45,5.46073,-1.47539,5.86828,-69.86823,-6.19284,6.28146,0.39479,3.28733,62.21537,-11.827135,5.677337,0.574324,,,,,,,,,,,,-2.13099,-3.03488,1.10181,50,5.48491,-7.82052,-95.86786,-0.48592,-2.00339,13.40733,-35.02721,CUP_POL11,CUP_POL1,LAV,Diamond Solutions,DIA,20260321-LAV-2,7c4f02c0-2545-11f1-b649-cf5e5eee1654,65.62919,,,3.84172,,,,,,,9f71fa90-affe-4f9e-97cb-91830f5cefd1,2026/3/21,46:18.7,2026-03-21T12:46:18.6794496-04:00,2026-03-21T16:46:18.6794496Z,,v3,,,,"Reina, Nicolas",1000540213,Right,CUP_POL11,5f772236-8ce9-42cd-b177-23ebb27cec5d,54.63981,-96.51457,6.70366,5.4676,1.20364,-17.51361,1.4767,-7.72388,-1.00169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
